"Area","FundId","StarRatingFromEst","Name","NameEng","NameWarning","CPId","CPName","CPNameEng","AgentCPId","AgentCPName","AgentCPNameEng","RctName","Count","CurrencyCode","InceptionYmdOn","CategoryId","CategoryName","BroadAssetClassId","BroadAssetClassName","InvestmentStrategy","Custodian","CustodianFee","CustodianFeeUnitNameEng","ManagementFee","ManagementFeeUnitNameEng","MinInvestment","MinInvestmentUnit","DistnbutionStatus","FrontLoadFee","FrontLoadFeeUnitNameEng","SizeTransDate","FundSize","PriceTransDate","Price","PerformanceTransDate","UpDown","UpDownRate","Rr1w","Rr1M","Rr3M","Rr6M","RrThisYear","Rr1Y","Rr2Y","Rr3Y","Rr5Y","Rr10Y","RrFromEst","RatingTransDate","Alpha1Y","Beta1Y","Sharpe1Y","StdDev1Y","Alpha3Y","Beta3Y","Sharpe3Y","StdDev3Y","AriMean3Y","Alpha5Y","Beta5Y","Sharpe5Y","StdDev5Y","Alpha10Y","Beta10Y","Sharpe10Y","StdDev10Y","RiskRatingFromEst","ProviderId","EcAllot","RspAllot","EcRedem","EcSwitch","StopTradeType"
"A","JIH001","4","日盛精選五虎證券投資信託基金","Jih Sun Top Five","","5","日盛證券投資信託股份有限公司","Jih Sun Financial Holding Co Ltd","5","日盛證券投資信託股份有限公司","Jih Sun Financial Holding Co Ltd","台灣","17","TWD","19991117","404","台灣中小型股票","null","股票基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標,以誠信原則及專業經營方式,將本基金投資於中華民國境內之上市及上櫃股票,承銷股票,公司債(包括可轉換公司債),政府債券,金融債券,經主管機關核准在台灣發行之國際組織金融債券,上市之債券換股權利證書,上市證券投資信託基金受益憑證,其他經金管會核准交易之證券相關商品及經金管會核准有價證券上市或上櫃契約之興櫃股票.(一)原則上,本基金於成立六個月後,投資於塑膠工業,紡織纖維,電機機械,電子工業及金融保險類股上市及上櫃股票之總額不得低於淨資產價值之百分之七十;另在正常情況下,本基金於成立六個月後,投資於上述單一類股總額不得超過淨資產價值之百分之五十.","中國信託商業銀行","0.15","Percentage","1.6","Percentage","3000","Monetary","不分配","1.5","Percentage","20160930","871541609","20161109","28.86","20161031","0","0","0.88264","-3.65283","1.94912","11.40794","9.82206","9.66596","14.63595","17.47239","55.54433","87.48474","208.599976","201610","-2.66","1.26","0.96","9.3","0.98","1.08","0.46","11.14","0.499","4.79","0.94","0.68","13.01","6.81","0.91","0.36","20.51","4","null","Y","Y","Y","Y","null"
"A","TST022","null","台新1699貨幣市場基金","Taishin 1699 Money Market","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","13","TWD","19990607","409","貨幣基金 - 新台幣","null","貨幣市場","經理公司應以分散風險,確保基金之安全,保持高流動性及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於銀行存款,短期票券(國庫券,可轉讓銀行定期存單,公司及公營事業機構發行之本票或匯票,其他經金管會核准之短期債務憑證),有價證券(政府債券,公司債,金融債券,金融資產證券化之受益證券及資產基礎證券,依不動產證券化條例募集之不動產資產信託受益證券(REAT),金管會核准於國內募集發行之外國金融組織債券),附買回交易(含短期票券及有價證券)及其他經金管會洽中央銀行核准之投資.本基金運用於銀行存款,短期票券及附買回交易(附買回交易標的,包含短期票券及有價證券)之總金額需達本基金淨資產價值百分之七十以上.","玉山商業銀行","0.048","Percentage","0.09","Percentage","10000","Monetary","不分配","0","Percentage","20160930","51191873640","20161109","13.3938","20161031","0.0001","0","0.00523","0.02315","0.07024","0.14656","0.27178","0.34841","0.90335","1.46828","2.91148","8.22195","33.92894","null","null","null","-30.46","0.02","null","null","-37.1","0.03","0.04","null","null","-12","0.04","null","null","-4.14","0.14","1","null","Y","N","Y","Y","null"
"A","TST001","3","台新２０００高科技基金","Taishin 2000 High Technology Equity","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","39","TWD","20000307","190","科技股票","null","股票基金","公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於中華民國境內之上市及上櫃股票,承銷股票,基金受益憑證,政府公債,公司債,可轉換公司債,金融債券及其他經金管會核准於我國境內募集發行之國際金融組織債券.原則上,本基金自成立日起六個月後,投資於上市,上櫃股票之總金額不得低於本基金淨資產價值之百分之七十.但依經理公司之專業判斷,在特殊情形下,為分散風險,確保基金安全之目的,得不受前開比例之限制.經理公司並應依以下規定進行投資:本基金以投資於從事或轉投資於重要科技事業之上市及上櫃公司為主.重要科技事業係指經營通訊,資訊,消費性電子,半導體,光電,精密器械與自動化,航太,生化,生物工程,關鍵性零件,特用化學品與製藥,醫療保健,高級材料,污染防治,高級感測相關之產業或其他經財政部會同相關主管機構認定之重要科技事業.上述所謂轉投資於重要科技事業之公司,係指依據證券發行人財務報告編製準則之規定,列為長期投資重要科技事業之投資總額佔其實收資本額百分之五以上,且投資總金額達新台幣伍仟萬元以上之公司.本基金於成立日起六個月後,應將淨資產價值百分之六十以上投資於從事或轉投資於重要科技事業之上市或上櫃公司股票,但依經理公司之專業判斷,在特殊情形下,為分散風險,確保基金安全之目的,得不受前開比例之限制.","陽信銀行","0.15","Percentage","1.6","Percentage","3000","Monetary","不分配","2","Percentage","20160930","905209767","20161109","23.85","20161031","-0.28","-1.12","-0.68389","-2.86139","3.15706","13.25823","12.91577","8.69023","12.4785","37.50659","83.69641","104.6985","161.400177","201609","8.26","0.93","0.81","14.7","-1.3","1.07","0.54","18.14","0.825","0.12","0.99","0.68","18.93","10.18","0.91","0.4","25.77","5","null","Y","Y","Y","Y","null"
"A","TST011","null","台新人民幣貨幣市場基金-人民幣","Taishin RMB Money Market","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","21","CNY","20140603","772","貨幣市場 - 其他","null","貨幣市場","經理公司應以分散風險,確保基金之安全,並維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於國內外以人民幣計價之貨幣市場工具及一年內到期之債券,且得於處理本基金資產匯入匯出之必要範圍內,持有其他外幣.","臺灣中小企業銀行","0.11","Percentage","0.4","Percentage","10000","Monetary","不分配","0.5","Percentage","20160930","46808334.08","20161108","10.6907","20161031","0.0023","0.02","0.0515","0.21573","0.54486","1.0976","2.26261","2.80378","5.80075","null","null","null","6.8418","null","null","null","-1.15","3.89","null","null","null","null","null","null","null","null","null","null","null","null","null","1","null","Y","N","Y","Y","null"
"A","TST033","null","台新大眾貨幣市場基金","Taishin Ta-Chong Money Market","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","12","TWD","19980622","409","貨幣基金 - 新台幣","null","貨幣市場","經理公司應以分散風險,確保基金之安全,保持高流動性及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於銀行存款,短期票券(國庫券,可轉讓銀行定期存單,公司及公營事業機構發行之本票或匯票,其他經金管會核准之短期債務憑證),有價證券(政府債券,公司債,金融債券,金融資產證券化之受益證券及資產基礎證券,依不動產證券化條例募集之不動產資產信託受益證券,金管會核准於國內募集發行之外國金融組織債券),附買回交易(含短期票券及有價證券)及其他經金管會洽中央銀行核准之投資.本基金運用於銀行存款,短期票券及附買回交易(附買回交易標的,包含短期票券及有價證券)之總金額需達本基金淨資產價值百分之七十以上.","兆豐國際商業銀行","0.05","Percentage","0.11","Percentage","10000","Monetary","不分配","0","Percentage","20160930","12920833108","20161109","14.0654","20161031","0.0001","0","0.00498","0.02205","0.07115","0.14882","0.27878","0.35391","0.90542","1.45789","2.86027","8.25255","40.64596","null","null","null","-30.54","0.02","null","null","-38.67","0.03","0.04","null","null","-13.42","0.04","null","null","-4.42","0.14","1","null","Y","N","Y","Y","null"
"A","TST020","5","台新中國通基金","Taishin China Equity","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","155","TWD","20030313","148","大中華股票","null","股票基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於中華民國境內之上市或上櫃股票,增資或承銷股票,台灣存託憑證,基金受益憑證,政府公債,公司債,可轉換公司債,金融債券或其他經金管會核准於我國境內募集發行之國際金融組織債券.","第一商業銀行","0.15","Percentage","1.6","Percentage","3000","Monetary","不分配","2","Percentage","20160930","339338723","20161109","32.75","20161031","-0.25","-0.73","-0.19971","-3.84827","0.22923","8.12983","15.71287","18.97959","42.42671","53.08536","112.1286","162.2189","249.80011","201609","11.27","0.44","1.95","10.55","5.8","0.8","0.86","14.87","1.081","4.11","0.89","0.95","16.06","3.06","0.72","0.54","21.8","5","null","Y","Y","Y","Y","null"
"A","TST003","3","台新中國精選中小基金","Taishin China Selected Small&Mid Cap Fd","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","21","TWD","20100805","148","大中華股票","null","股票基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於中華民國境內及外國之有價證券,並依下列規範進行投資:(一)本基金投資於中華民國之有價證券為投資於中華民國境內之上市或上櫃公司股票,承銷股票,基金受益憑證［包括指數股票型基金(ETF)］,台灣存託憑證,政府公債,公司債(含次順位公司債),可轉換公司債,交換公司債,附認股權公司債,金融債券(含次順位金融債券),經金管會核准於我國境內募集發行之國際金融組織債券,依金融資產證券化條例公開招募之受益證券或資產基礎證券,依不動產證券化條例經原財政部或金管會核准募集之封閉型不動產投資信託基金受益證券或不動產資產信託受益證券.(二)本基金投資於外國之有價證券為美國,大陸地區,香港之集中交易市場及前述國家經金管會核准之店頭市場交易之股票(含承銷股票),指數股票型基金(ETF),受益憑證,基金股份,投資單位,存託憑證或或符合金管會規定之信用評等,由國家及地區或機構所保證或發行,於上述國家及地區交易之債券(含公債,公司債,金融資產或不動產證券化之證券商品)","合作金庫商業銀行","0.26","Percentage","1.8","Percentage","3000","Monetary","不分配","2","Percentage","20160930","567820820","20161108","10.05","20161031","0.16","1.62","-3.20078","-0.69652","1.11449","2.99278","-10.57348","-13.74244","-5.49242","6.62392","28.94056","null","-0.2","201610","0.46","0.58","-0.46","21.43","-3.88","1.05","0.09","22.59","0.185","null","null","0.29","20.3","null","null","null","null","5","null","Y","Y","Y","Y","null"
"A","TST010","null","台新中証消費服務領先指數基金","Taishin CSI Leading Cons and Serv Index","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","41","TWD","20140603","182","消費品及服務股票","null","股票基金","經理公司應以分散風險,確保基金之安全,並以追蹤標的指數績效表現為目標.以誠信原則及專業經營方式,將本基金投資於中華民國境內及外國之有價證券.","臺灣中小企業銀行","0.26","Percentage","1.5","Percentage","3000","Monetary","不分配","2.5","Percentage","20160930","2513508863","20161108","12.659","20161031","-0.061","-0.48","-0.23656","1.18362","-2.04398","0","-17.16643","-15.68144","19.91279","null","null","null","26.51999","null","null","null","-0.44","25.15","null","null","null","null","null","null","null","null","null","null","null","null","null","5","null","Y","Y","Y","Y","null"
"A","TST018","4","台新主流基金","Taishin Mainstream","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","28","TWD","20070208","404","台灣中小型股票","null","股票基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於國內上市,上櫃公司股票,承銷股票,證券投資信託基金受益憑證(含指數股票型基金),依金融資產證券化條例公開招募之受益證券或資產基礎證券,依不動產證券化條例募集之封閉型不動產投資信託受益證券或不動產資產信託受益證券,台灣存託憑證,政府公債,公司債(含上市或上櫃之次順位公司債),可轉換公司債,交換公司債,附認股權公司債,金融債券(含上市或上櫃之次順位金融債券)或經金管會核准於國內募集發行之國際金融組織債券.","第一商業銀行","0.15","Percentage","1.6","Percentage","3000","Monetary","不分配","2","Percentage","20160930","381197210","20161109","17.17","20161031","-0.18","-1.02","0.1662","-3.4188","2.32032","10.98834","13.14143","9.50939","21.17963","30.82488","90.31581","null","80.80008","201610","5.02","0.49","0.81","10.96","6.56","0.9","0.65","13.94","0.829","9.37","1.01","0.85","15.54","null","null","null","null","4","null","Y","Y","Y","Y","null"
"A","TST016","3","台新北美收益基金-台幣累積","Taishin North American Income Trust A","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","107","TWD","20060616","697","北美房地產(直接)","null","股票基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於中華民國及外國之有價證券.經理公司並應依下列規範進行投資:1,本基金投資於中華民國之有價證券為中華民國境內公債,金融債券(含次順位金融債券),國際金融組織債券,依金融資產證券化條例公開招募之受益證券或資產基礎證券,依不動產證券化條例募集之封閉型不動產投資信託基金受益證券或不動產資產信託受益證券.2,本基金投資於符合下列第一目至第三目任一規定之外國有價證券:(1)於加拿大,美國證券集中交易市場,美國店頭市場(NASDAQ)之具有收益型信託性質之單位(unit),受益憑證,基金股份及加拿大,美國證券集中交易市場及美國店頭市場(NASDAQ)交易之指數股票型基金(ETF).(2)於加拿大,美國,澳大利亞,英國,日本,香港,韓國等國證券集中交易市場,美國店頭市場(NASDAQ),英國另類投資市場(AIM),日本店頭市場(JASDAQ),韓國店頭市場(KOSDAQ),其他經金管會核准之上述國家店頭市場交易之不動產證券化商品及指數股票型基金(ETF(Exchange Traded Fund),含放空型ETF,商品ETF).(3)符合下列任一信用評等規定,由國家或機構所保證或發行之債券:A,經Standard&Poor's Corporation評定,債務發行評等達BBB級(含)以上.B,經Moody's Investors Service評定,債務發行評等達Baa2級(含)以上.C,經Fitch Ratings Ltd,評定,債務發行評等達BBB級(含)以上.D,經中華信用評等股份有限公司評定,債務發行評等達twBBB級(含)以上.E,經英商惠譽國際信用評等股份有限公司台灣分公司評定,債務發行評等達BBB(twn)級(含)以上.F,經穆迪信用評等股份有限公司評定,債務發行評等達Baa2,tw級(含)以上.","兆豐國際商業銀行","0.25","Percentage","1.5","Percentage","3000","Monetary","不分配","2","Percentage","20160930","2456195347","20161108","18.86","20161031","0.26","1.41","-2.99644","-4.5","-11.28658","-2.89781","-1.44479","-0.4171","9.51836","28.79298","47.83279","84.0078","91.00001","201609","-2.39","0.78","0.21","14.38","-2.72","0.79","0.53","12.6","0.569","-0.29","0.71","0.61","12.04","null","null","0.48","14.24","4","null","Y","Y","Y","Y","null"
"A","TST017","null","台新北美收益基金-美元累積","Taishin North American Income Trust $ A","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","34","USD","20141201","697","北美房地產(直接)","null","股票基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於中華民國及外國之有價證券.經理公司並應依下列規範進行投資:1,本基金投資於中華民國之有價證券為中華民國境內公債,金融債券(含次順位金融債券),國際金融組織債券,依金融資產證券化條例公開招募之受益證券或資產基礎證券,依不動產證券化條例募集之封閉型不動產投資信託基金受益證券或不動產資產信託受益證券.2,本基金投資於符合下列第一目至第三目任一規定之外國有價證券:(1)於加拿大,美國證券集中交易市場,美國店頭市場(NASDAQ)之具有收益型信託性質之單位(unit),受益憑證,基金股份及加拿大,美國證券集中交易市場及美國店頭市場(NASDAQ)交易之指數股票型基金(ETF).(2)於加拿大,美國,澳大利亞,英國,日本,香港,韓國等國證券集中交易市場,美國店頭市場(NASDAQ),英國另類投資市場(AIM),日本店頭市場(JASDAQ),韓國店頭市場(KOSDAQ),其他經金管會核准之上述國家店頭市場交易之不動產證券化商品及指數股票型基金(ETF(Exchange Traded Fund),含放空型ETF,商品ETF).(3)符合下列任一信用評等規定,由國家或機構所保證或發行之債券:A,經Standard&Poor's Corporation評定,債務發行評等達BBB級(含)以上.B,經Moody's Investors Service評定,債務發行評等達Baa2級(含)以上.C,經Fitch Ratings Ltd,評定,債務發行評等達BBB級(含)以上.D,經中華信用評等股份有限公司評定,債務發行評等達twBBB級(含)以上.E,經英商惠譽國際信用評等股份有限公司台灣分公司評定,債務發行評等達BBB(twn)級(含)以上.F,經穆迪信用評等股份有限公司評定,債務發行評等達Baa2,tw級(含)以上.","兆豐國際商業銀行","0.25","Percentage","1.5","Percentage","1000","Monetary","不分配","2","Percentage","20160930","78358786.55","20161108","0.6011","20161031","0.0076","1.29","-2.67585","-5.13822","-10.25414","-0.65424","3.33447","3.58117","null","null","null","null","4.65196","null","null","null","0.29","14.66","null","null","null","null","null","null","null","null","null","null","null","null","null","4","null","Y","N","Y","Y","null"
"A","TST021","4","台新台灣中小基金","Taishin Taiwan Small & Medium Cap Fund","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","79","TWD","19980206","404","台灣中小型股票","null","股票基金","本基金投資於中華民國境內之上市,上櫃股票,承銷股票,受益憑證,政府公債,公司債,可轉換公司債及金融債券.原則上,本基金自成立日起六個月後,投資於上市,上櫃股票之總金額不得低於本基金淨資產價值之百分之七十.但依經理公司之專業判斷,在特殊情形下,為分散風險,確保基金安全之目的,得不受前述投資比例之限制.所謂特殊情形,係指本基金信託契約終止前一個月,或證券交易所或證券櫃檯買賣中心發布之發行量加權股價指數有下列情形之一起,迄恢復正常後一個月止:(1)最近六個營業日(不含當日)股價指數量計漲幅或跌幅達百分之十以上(含本數).(2)最近三十個營業日(不含當日)股價指數量計漲幅或跌幅達百分之二十以上(含本數).","玉山商業銀行","0.15","Percentage","1.6","Percentage","3000","Monetary","不分配","2","Percentage","20160930","176796703","20161109","26.29","20161031","-0.21","-0.77","-0.14296","-3.35524","-0.39216","5.11663","9.74077","8.67367","31.35872","46.12973","88.14817","54.45002","179.399872","201610","2.54","1.25","1.08","7.29","1.75","1.14","0.82","15.83","1.16","-1.89","0.99","0.81","16.24","0.25","1","0.26","23.57","5","null","Y","Y","Y","Y","null"
"A","TST012","null","台新全球不動產入息基金-台幣累積","Taishin Global REITs Income TWD Acc","本基金配息來源可能為本金","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","16","TWD","20150909","189","環球房地產(間接)","null","股票基金","原則上,本基金自成立日起六個月後,投資於前述八之(一),(二)款國內外股票,承銷股票,存託憑證,不動產證券化商品之總金額不得低於本基金淨資產價值百分之七十(含);投資於國內外不動產證券化商品之總金額不得低於本基金淨資產價值之百分之六十(含);投資於外國有價證券之總金額不低於本基金淨資產價值之百分之五十(含).","臺灣土地銀行","0.26","Percentage","1.7","Percentage","3000","Monetary","不分配","3","Percentage","20160930","711508911","20161108","9.34","20161031","0.01","0.11","-2.5641","-5.09491","-11.29785","-7.67736","-7.58755","-7.67736","null","null","null","null","-5.00001","null","null","null","-0.46","10.64","null","null","null","null","null","null","null","null","null","null","null","null","null","4","null","Y","Y","Y","Y","null"
"A","TST013","null","台新全球不動產入息基金-美元累積","Taishin Global REITs Income USD Acc","本基金配息來源可能為本金","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","9","USD","20150909","189","環球房地產(間接)","null","股票基金","原則上,本基金自成立日起六個月後,投資於前述八之(一),(二)款國內外股票,承銷股票,存託憑證,不動產證券化商品之總金額不得低於本基金淨資產價值百分之七十(含);投資於國內外不動產證券化商品之總金額不得低於本基金淨資產價值之百分之六十(含);投資於外國有價證券之總金額不低於本基金淨資產價值之百分之五十(含).","臺灣土地銀行","0.26","Percentage","1.7","Percentage","1000","Monetary","不分配","3","Percentage","20160930","22698917.23","20161108","9.7218","20161031","-0.0021","-0.02","-2.27264","-5.80832","-10.24104","-5.52869","-3.19238","-4.04459","null","null","null","null","-1.35005","null","null","null","-0.35","10.92","null","null","null","null","null","null","null","null","null","null","null","null","null","4","null","Y","N","Y","Y","null"
"A","TST005","3","台新印度基金","Taishin India","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","36","TWD","20110727","168","印度股票","null","股票基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於中華民國境內及外國之有價證券.並依下列規範進行投資:(一)本基金投資於中華民國之有價證券為投資於中華民國境內之上市或上櫃公司股票,承銷股票,基金受益憑證［包括指數股票型基金(ETF),期貨信託事業對不特定人募集之期貨信託基金受益憑證］,台灣存託憑證,政府公債,公司債(含次順位公司債),可轉換公司債,交換公司債,附認股權公司債,金融債券(含次順位金融債券),經金管會核准於我國境內募集發行之國際金融組織債券,依金融資產證券化條例公開招募之受益證券或資產基礎證券,依不動產證券化條例經原財政部或金管會核准募集之封閉型不動產投資信託基金受益證券或不動產資產信託受益證券.(二)本基金投資於下列國外有價證券:1.印度次大陸(包含印度,巴基斯坦,孟加拉與斯里蘭卡)之集中交易市場及前述國家經金管會核准之店頭市場交易之股票(承銷股票),指數股票型基金(ETF)(包括放空型ETF及商品ETF),受益憑證,基金股份,投資單位,存託憑證或符合金管會規定之信用評等,由國家及地區或機構所保證或發行,於上述國家及地區交易之債券(含公債,公司債,金融資產或不動產證券化之證券商品).2.由上述地區國家之企業所發行而於香港,英國,美國,新加坡,澳洲,德國,盧森堡與愛爾蘭等國之集中交易市場及前述國家經金管會核准之店頭市場交易之股票(承銷股票),指數股票型基金(ETF)(包括放空型ETF及商品ETF),受益憑證,基金股份,投資單位,存託憑證或符合金管會規定之信用評等,由國家及地區或機構所保證或發行,於上述國家及地區交易之債券(含公債,公司債,金融資產或不動產證券化之證券商品).","兆豐國際商業銀行","0.26","Percentage","2","Percentage","3000","Monetary","不分配","2","Percentage","20160930","326130086","20161108","13.13","20161028","0.12","0.93","-0.74239","-0.07474","0.37538","9.23203","3.08404","0.14981","9.05383","49.55256","36.01219","null","33.69998","201610","0.38","0.88","0.29","17.29","4.1","0.92","0.72","16.37","0.991","1.96","0.92","0.34","21.68","null","null","null","null","5","null","Y","Y","Y","Y","null"
"A","TST019","null","台新亞美短債基金","Taishin Asia-America Short Duration Bd","","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","18","TWD","20070426","678","環球債券-其他對沖","null","債券基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於:1,中華民國境內政府公債,公司債(含無擔保公司債,上市或上櫃次順位公司債),金融債券(含上市或上櫃次順位金融債券),經金管會核准於國內募集發行之國際金融組織債券,依金融資產證券化條例公開招募之受益證券或資產基礎證券,依不動產證券化條例募集之不動產資產信託受益證券.2,投資於亞太,美洲,歐元區等主要國家及地區之集中交易市場或經金管會核准之店頭市場交易之債券及其他不具有股權性質之有價證券.主要包括日本,澳洲,紐西蘭,印度,新加坡,馬來西亞,泰國,韓國,香港,美國,加拿大,奧地利,比利時,芬蘭,法國,德國,希臘,愛爾蘭,義大利,盧森堡,荷蘭,葡萄牙,西班牙等國家或地區.","第一商業銀行","0.14","Percentage","0.6","Percentage","3000","Monetary","不分配","0.8","Percentage","20160930","186252019","20161108","10.9237","20161031","0.0072","0.07","-0.09411","0.21354","-0.27907","0.67395","1.84607","1.43509","6.40917","9.5367","13.44724","null","9.34612","null","null","null","1.02","3.96","null","null","0.17","3.57","0.06","null","null","0.37","3.88","null","null","null","null","2","null","Y","Y","Y","Y","null"
"A","TST006","2","台新亞澳高收益債券基金-台幣累積","Taishin Asia-Australia High Yield Bond A","本基金主要投資於非投資等級之高風險債券","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","47","台新證券投資信託股份有限公司","Taishin Securities Investment Tr Co Ltd","台灣","22","TWD","20120517","909","亞洲高收益債券","null","債券基金","經理公司應以分散風險,確保基金之安全,並積極追求長期之投資利得及維持收益之安定為目標.以誠信原則及專業經營方式,將本基金投資於中華民國境內及外國之有價證券.並依下列規範進行投資:(一)本基金投資於中華民國之有價證券為投資於中華民國境內之政府公債,公司債(含次順位公司債),金融債券(含次順位金融債券),依金融資產證券化條例公開招募之受利證券或資產基礎證券,依不動產證券化條例募集之不動產資產信託受利證券及經金管會核准於我國境內募集發行之國際金融組織債券.(二)本基金投資之外國有價證券,包括南韓,香港,澳門,新加坡,馬來西亞,菲律賓,印度,印尼,泰國,日本,紐西蘭,澳洲,越南,巴基斯坦,斯里蘭卡,蒙古國,卡達,巴黎,科威特,黎巴嫩,阿曼,沙烏地阿拉伯,阿拉伯聯合大公國及大陸地區(前述各國以下合稱＂亞澳地區國家＂),美國,加拿大,英國,愛爾蘭,法國,德國,西班牙,葡萄牙,瑞士,比利時,盧森堡,荷蘭,義大利,奧地利,希臘,丹麥,挪威,芬蘭,瑞典,土耳其,俄羅斯,墨西哥,巴西,南非,阿根廷,智利,哥倫比亞,哥斯大黎加,巴拿馬,祕魯,匈牙利,波蘭,哈薩克,澤西島,開曼群島,英屬維爾京群島及英屬百慕達群島以及其它新興市場國家或地區進行交易,並由前述國家或機構所保證或發行之債券(含金融資產證券化之受利證券或資產基礎證券,不動產資產信託受利證券及國外相當性質之債券,以及依美國Rule 144A規定所發行之債券).所謂(新興市場),係指依世界銀行(WorldBank)所計算之所得分類,最近一年被定義為低度所得(Lower Income)或中度所得(Middle Income,包括Lower Middle Income及Upper Middle Income)之國家或地區.","玉山商業銀行","0.22","Percentage","1.6","Percentage","30000","Monetary","不分配","2","Percentage","20160930","999309623","20161108","12.1261","20161031","0.0006","0","-0.25098","0.21342","0.36145","4.25174","8.23862","7.5818","10.98153","17.29453","null","null","21.62287","201610","-7.11","1.3","1.53","6.59","null","null","0.43","7.12","0.265","null","null","null","null","null","null","null","null","4","null","Y","Y","Y","Y","null"
