tejId,currentStatus,fundTongYiNumber,isinCode,fundChineseName,fundEnglishName,issueCompanyName,custodianInstitutionName,guaranteeAgencyName,generalAgentAbbreviation,issueInstitution,foundDate,enterDate,ipoDate,clearDate,clearDescription,fundScale,marketType,regionType,type,category,investTarget,revocationDate,couponMode,tejCategory,associationCategory,riskReturnLevel,registerPlace,otherCurrencyType,saleInsitution,fundLinkProduct,isMajorFund,majorFundId,isUmbrellaFund,umbrellaMember1,umbrellaMember2,totalIssueAmount,foundAsset,currencyType,txUnit,managementFeeUpperBoundPercent,managementFeeLowerBoundPercent,custodianFeeUpperBoundPercent,custodianFeeLowerBoundPercent,salesChargeUpperBoundPercent,salesChargeLowerBoundPercent,redemptionFee,beneficiacryMeetingFeeTenThousand,firstRedemptionDate,turnOpenDate,currentManagerA,exFund1OfManagerA,exFund2OfManagerA,currentManagerB,exFund1OfManagerB,exFund2OfManagerB,investTarget1,investTarget2,investTarget3,investTarget4,investTarget5,investTarget6,investTarget7,investTarget8,investTarget9,investTarget10,investTarget11,investTarget12,investTarget13,investTarget14,investTarget15,investTarget16,investTarget17,investTarget18,originalFundName,originalFoundDate,changeName1,changeNameDate1,changeName2,changeNameDate2,changeName3,changeNameDate3,changeName4,changeNameDate4,changeCodeDescription1,changeCodeDescription2,changeCodeDescription3
T1233A 華南人民幣高收 A,Current,31972492A,TW000T1233A3,華南永昌人民幣高收益債券證券投資信託基金（累積新台幣）,Hua Nan RMB High Yield Bond Fund A,華南永昌證券投資信託,元大銀,,,,2013/07/08,2013/07/08,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--中國大陸,高收債--中國大陸,RR4,,,,,Y,T1233A,N,,,-,"2,234,075",NTD,"1,000",1.5,0,0.25,0,1.8,0,50,50,,,王素珍(1971生)(2014/12/08到任),華南永昌麒麟貨幣市場證券投資信託基金(2015/08/17~2016/06/15),華南永昌鳳翔貨幣市場證券投資信託基金(2015/08/25~2016/06/15),,,,本基金主要投資於中華民國境內外由國家或機構所保證或發行之債券。自基金成,立日起屆滿三個月後，整體資產組合之加權平均存續期間應在一年以上（含），,且自成立日起六個月後： (1)投資於外國有價證券之總額不得低於本基金淨資產,價值之 60%（含）； (2)投資於人民幣計價債券之總額，不得低於本基金淨資產,價值之 60%； (3)投資於高收益債券之總金額不得低於本基金淨資產價值之 60%,（含）； (4)投資所在國家或地區之國家主權評等等級未達相當於BBB/Baa2級（,含）以上者，投資該國或地區之政府債券及其他債券總金額，不得超過本基金淨,資產價值之 30%。,,,,,,,,,,,華南永昌人民幣高收債 A,2013/07/08,,,,,,,,,YC30   於20160131換碼為T1233A 。,,
T1233B 華南人民幣高收 B,Current,31972492B,TW000T1233B1,華南永昌人民幣高收益債券證券投資信託基金（月配新台幣）,Hua Nan RMB High Yield Bond Fund B,華南永昌證券投資信託,元大銀,,,,2013/07/08,2013/07/08,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--中國大陸,高收債--中國大陸,RR4,,,,,N,T1233A,N,,,-,"1,017,752",NTD,"1,000",1.5,0,0.25,0,1.8,0,50,50,,,王素珍(1971生)(2014/12/08到任),華南永昌麒麟貨幣市場證券投資信託基金(2015/08/17~2016/06/15),華南永昌鳳翔貨幣市場證券投資信託基金(2015/08/25~2016/06/15),,,,本基金主要投資於中華民國境內外由國家或機構所保證或發行之債券。自基金成,立日起屆滿三個月後，整體資產組合之加權平均存續期間應在一年以上（含），,且自成立日起六個月後： (1)投資於外國有價證券之總額不得低於本基金淨資產,價值之 60%（含）； (2)投資於人民幣計價債券之總額，不得低於本基金淨資產,價值之 60%； (3)投資於高收益債券之總金額不得低於本基金淨資產價值之 60%,（含）； (4)投資所在國家或地區之國家主權評等等級未達相當於BBB/Baa2級（,含）以上者，投資該國或地區之政府債券及其他債券總金額，不得超過本基金淨,資產價值之 30%。,,,,,,,,,,,華南永昌人民幣高收債 B,2013/07/08,,,,,,,,,YC31   於20160131換碼為T1233B 。,,
T1233C 華南人民幣高收AC,Current,31972492C,TW000T1233C9,華南永昌人民幣高收益債券證券投資信託基金（累積人民幣）,Hua Nan RMB High Yield Bond Fund C,華南永昌證券投資信託,元大銀,,,,2013/07/08,2013/07/08,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--中國大陸,高收債--中國大陸,RR4,,,,,N,T1233A,N,,,-,"61,761",RMB,"1,000",1.5,0,0.25,0,1.8,0,50,50,,,王素珍(1971生)(2014/12/08到任),華南永昌麒麟貨幣市場證券投資信託基金(2015/08/17~2016/06/15),華南永昌鳳翔貨幣市場證券投資信託基金(2015/08/25~2016/06/15),,,,本基金主要投資於中華民國境內外由國家或機構所保證或發行之債券。自基金成,立日起屆滿三個月後，整體資產組合之加權平均存續期間應在一年以上（含），,且自成立日起六個月後： (1)投資於外國有價證券之總額不得低於本基金淨資產,價值之 60%（含）； (2)投資於人民幣計價債券之總額，不得低於本基金淨資產,價值之 60%； (3)投資於高收益債券之總金額不得低於本基金淨資產價值之 60%,（含）； (4)投資所在國家或地區之國家主權評等等級未達相當於BBB/Baa2級（,含）以上者，投資該國或地區之政府債券及其他債券總金額，不得超過本基金淨,資產價值之 30%。,,,,,,,,,,,華南永昌人民幣高收債AC,2013/07/08,,,,,,,,,YC3001 於20160131換碼為T1233C 。,,
T1233D 華南人民幣高收BC,Current,31972492D,TW000T1233D7,華南永昌人民幣高收益債券證券投資信託基金（月配人民幣）,Hua Nan RMB High Yield Bond Fund D,華南永昌證券投資信託,元大銀,,,,2013/07/08,2013/07/08,,,,,,,開放,"國內募集,投資國內外",債券,,,高收債--中國大陸,高收債--中國大陸,RR4,,,,,N,T1233A,N,,,-,"69,358",RMB,"1,000",1.5,0,0.25,0,1.8,0,50,50,,,王素珍(1971生)(2014/12/08到任),華南永昌麒麟貨幣市場證券投資信託基金(2015/08/17~2016/06/15),華南永昌鳳翔貨幣市場證券投資信託基金(2015/08/25~2016/06/15),,,,本基金主要投資於中華民國境內外由國家或機構所保證或發行之債券。自基金成,立日起屆滿三個月後，整體資產組合之加權平均存續期間應在一年以上（含），,且自成立日起六個月後： (1)投資於外國有價證券之總額不得低於本基金淨資產,價值之 60%（含）； (2)投資於人民幣計價債券之總額，不得低於本基金淨資產,價值之 60%； (3)投資於高收益債券之總金額不得低於本基金淨資產價值之 60%,（含）； (4)投資所在國家或地區之國家主權評等等級未達相當於BBB/Baa2級（,含）以上者，投資該國或地區之政府債券及其他債券總金額，不得超過本基金淨,資產價值之 30%。,,,,,,,,,,,華南永昌人民幣高收債BC,2013/07/08,,,,,,,,,YC3101 於20160131換碼為T1233D 。,,
T1238A 華南永昌中國A股C,Current,38546656B,TW000T1238A2,華南永昌中國A 股證券投資信託基金－人民幣計價,Hua Nan China A Share Equity Fund B,華南永昌證券投資信託,新光 (誠,,,,2015/03/09,2015/03/09,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國-中國A股,跨國-中國A股,RR5,,,,,N,T1238Y,N,,,-,0,RMB,"1,000",1.8,0,0.25,0,3,0,50,50,,,許誌剛(2015/12/10到任),,,,,,,,,,,,,,,,,,,,,,,,華南永昌中國A 股基金CNY,2015/03/09,,,,,,,,,YC3201 於20160131換碼為T1238A 。,,
T1238B 華南永昌中國A股$,Current,38546656C,TW000T1238B0,華南永昌中國A 股證券投資信託基金－美元計價,Hua Nan China A Share Equity Fund C,華南永昌證券投資信託,新光 (誠,,,,2015/03/09,2015/03/09,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國-中國A股,跨國-中國A股,RR5,,,,,N,T1238Y,N,,,-,0,USD,"1,000",1.8,0,0.25,0,3,0,50,50,,,許誌剛(2015/12/10到任),,,,,,,,,,,,,,,,,,,,,,,,華南永昌中國A 股基金USD,2015/03/09,,,,,,,,,YC3202 於20160131換碼為T1238B 。,,
T1238Y 華南永昌中國A 股,Current,38546656A,TW000T1238Y2,華南永昌中國A 股證券投資信託基金,Hua Nan China A Share Equity Fund A,華南永昌證券投資信託,新光 (誠,,,,2014/06/12,2014/06/12,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國-中國A股,跨國-中國A股,RR5,,,,,Y,T1238Y,N,,,-,"2,584,246",NTD,"1,000",1.8,0,0.25,0,3,0,50,50,,,許誌剛(2015/12/10到任),,,,,,,,,,,,,,,,,,,,,,,,華南永昌中國A 股基金,2014/06/12,,,,,,,,,YC32   於20160131換碼為T1238Y 。,,
T1239A 華南多重息平衡 A,Current,38618790A,TW000T1239A0,華南永昌多重資產入息平衡證券投資信託基金－（累積型）,Hua Nan Multi-Assets Balanced Income Fund A,華南永昌證券投資信託,陽信銀,,,,2014/10/23,2014/10/23,,,,,,,開放,"國內募集,投資國內外",股票+債券,,,跨國平衡-全球型,跨國平衡-全球型,RR4,,,,,Y,T1239A,N,,,-,"2,172,547",NTD,"1,000",1.5,0,0.25,0,3,0,50,50,,,徐啟葳(2015/05/27到任),台新印度基金(2011/07/27~2012/06/30),,,,,,,,,,,,,,,,,,,,,,,華南永昌多重資產息平衡 A,2014/10/23,,,,,,,,,YC33   於20160131換碼為T1239A 。,,
T1239B 華南多重息平衡 B,Current,38618790B,TW000T1239B8,華南永昌多重資產入息平衡證券投資信託基金－（月配型）,Hua Nan Multi-Assets Balanced Income Fund B,華南永昌證券投資信託,陽信銀,,,,2014/10/23,2014/10/23,,,,,,,開放,"國內募集,投資國內外",股票+債券,,,跨國平衡-全球型,跨國平衡-全球型,RR4,,,,,N,T1239A,N,,,-,"475,918",NTD,"1,000",1.5,0,0.25,0,3,0,50,50,,,徐啟葳(2015/05/27到任),台新印度基金(2011/07/27~2012/06/30),,,,,,,,,,,,,,,,,,,,,,,華南永昌多重資產息平衡 B,2014/10/23,,,,,,,,,YC35   於20160131換碼為T1239B 。,,
T1239C 華南多重息平衡A$,Current,38618790C,TW000T1239C6,華南永昌多重資產入息平衡證券投資信託基金－（累積型）美元,Hua Nan Multi-Assets Balanced Income Fund C,華南永昌證券投資信託,陽信銀,,,,2014/10/23,2014/10/23,,,,,,,開放,"國內募集,投資國內外",股票+債券,,,跨國平衡-全球型,跨國平衡-全球型,RR4,,,,,N,T1239A,N,,,-,"5,780",USD,"1,000",1.5,0,0.25,0,3,0,50,50,,,徐啟葳(2015/05/27到任),台新印度基金(2011/07/27~2012/06/30),,,,,,,,,,,,,,,,,,,,,,,華南永昌多重資產息平衡A$,2014/10/23,,,,,,,,,YC34   於20160131換碼為T1239C 。,,
T1239D 華南多重息平衡B$,Current,38618790D,TW000T1239D4,華南永昌多重資產入息平衡證券投資信託基金－（月配型）美元,Hua Nan Multi-Assets Balanced Income Fund D,華南永昌證券投資信託,陽信銀,,,,2014/10/23,2014/10/23,,,,,,,開放,"國內募集,投資國內外",股票+債券,,,跨國平衡-全球型,跨國平衡-全球型,RR4,,,,,N,T1239A,N,,,-,"3,925",USD,"1,000",1.5,0,0.25,0,3,0,50,50,,,徐啟葳(2015/05/27到任),台新印度基金(2011/07/27~2012/06/30),,,,,,,,,,,,,,,,,,,,,,,華南永昌多重資產息平衡B$,2014/10/23,,,,,,,,,YC36   於20160131換碼為T1239D 。,,
T1249Y 華南物聯網,Current,42298518,TW000T1249Y9,華南永昌物聯網精選證券投資信託基金,Hua Nan IoT Fund,華南永昌證券投資信託,新光 (誠,,,,2015/04/23,2015/04/23,2015/12/31,,,,,,開放,"國內募集,投資國內",股票,,,開放式科技類,開放式一般型,RR5,,,,,Y,T1249Y,N,,,-,"2,096,158",NTD,"1,000",1.6,0,0.15,0,1.5,0,50,50,,,俞瑞華(2015/12/09到任),第一金小型精選證券投資信託基金(2014/09/06~2014/11/11),第一金福元證券投資信託基金(2012/05/16~2014/06/25),,,,此基金自成立日起 6個月後，投資於上市或上櫃股票（含承銷股票）及存託憑證,之總額不低於此基金淨資產價值之70％（含），且投資於與物聯網相關產業之有,價證券總額不得低於本基金淨資產價值之60％（含）。,,,,,,,,,,,,,,,,華南永昌物聯網精選基金,2015/04/23,,,,,,,,,YC37   於20151228換碼為T1249Y 。,,
T1250A 華南MSCI全球物聯,Current,42333698A,TW000T1250A7,華南永昌MSCI全球特選物聯網指數證券投資信託基金,Hua Nan Global IoT on MSCI Custom ACWI plus All China Index Fund A,華南永昌證券投資信託,元大銀,,,,2015/11/27,2015/11/27,,,,,,,開放,"國內募集,投資國內外",指數型基金,,,跨國--全球股票,跨國--全球股票,RR4,,,,,Y,T1250A,N,,,-,"1,916,883",NTD,"1,000",1.6,0,0.26,0,3,0,50,50,,,蔡宗和(2016/06/14到任),華南永昌金磚高收益債券基金 B－美元計價(2015/04/08~2016/06/13),華南永昌金磚高收益債券基金 B－人民幣計價(2015/04/08~2016/06/13),,,,此基金以追蹤MSCI全球特選物聯網指數績效表現為投資目標，採取指數化策略，,將全部或主要部份資產依標的指數編製之權值比例分散投資於各成分股，且自開,始追蹤標的指數之日起，每月平均投資於成份股之總金額不得低於本基金淨資產,價值之百分之八十(含)。,,,,,,,,,,,,,,,華南永昌MSCI全球特選物聯,2015/11/27,,,,,,,,,YC38   於20160131換碼為T1250A 。,,
T1250B 華南MSCI物聯 USD,Current,42333698B,TW000T1250B5,華南永昌MSCI全球特選物聯網指數證券投資信託基金－美金計價,Hua Nan Global IoT on MSCI Custom ACWI plus All China Index Fund B,華南永昌證券投資信託,元大銀,,,,2015/11/27,2015/11/27,,,,,,,開放,"國內募集,投資國內外",指數型基金,,,跨國--全球股票,跨國--全球股票,RR4,,,,,N,T1250A,N,,,-,"6,033",USD,"1,000",1.6,0,0.26,0,3,0,50,50,,,蔡宗和(2016/06/14到任),華南永昌金磚高收益債券基金 B－美元計價(2015/04/08~2016/06/13),華南永昌金磚高收益債券基金 B－人民幣計價(2015/04/08~2016/06/13),,,,此基金以追蹤MSCI全球特選物聯網指數績效表現為投資目標，採取指數化策略，,將全部或主要部份資產依標的指數編製之權值比例分散投資於各成分股，且自開,始追蹤標的指數之日起，每月平均投資於成份股之總金額不得低於本基金淨資產,價值之百分之八十(含)。,,,,,,,,,,,,,,,華南永昌MSCI特選物聯 USD,2015/11/27,,,,,,,,,YC39   於20160131換碼為T1250B 。,,
T1252A 華南亞太動態平 A,Current,42388911A,TW000T1252A3,華南永昌亞太動態平衡證券投資信託基金－累積型,Hua Nan Asia-Pacific Dynamic Asset Allocation Fund A,華南永昌證券投資信託,陽信銀,,,,2016/04/18,2016/04/18,,,,,,,開放,"國內募集,投資國內外",股票+債券,,,跨國平衡-亞洲,跨國平衡-亞洲,RR4,,,,,Y,T1252A,N,,,-,"1,213,970",NTD,"1,000",1.5,0,0.25,0,3,0,50,50,,,蘇文娟(2016/06/20到任),華南永昌前瞻科技證券投資信託基金(2015/04/28~2016/03/21),新光傳產優勢證券投資信託基金(2013/09/01~2013/11/20),,,,原則上，此基金自成立日起 6個月後，投資於股票（含承銷股票）、興櫃股票、,債券及其他固定收益證券達基金淨資產價值之百分之七十以上，其中投資於股票,之總金額，不得超過此基金淨資產價值之90％且不得低於10％；投資外國有價證,券之總金額不得低於此基金淨資產價值之60％（含）；投資於亞太國家或地區之,有價證券總金額不得低於此基金淨資產價值之60％（含）；投資所在國或地區之,國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區之,政府債券及其他債券總金額，不得超過此基金淨資產價值之30％（含）；投資高,收益債券之總金額不得超過基金淨資產價值之30％。「華南永昌亞太動態平衡證,券投資信託基金」募集新臺幣 100億元額度涉及資金之匯出入，華南永昌證券投,資信託股份有限公司應於募集前取具中央銀行同意函，始得募集該基金。,,,,,,,,,華南永昌亞太動態平衡 A,2016/04/18,,,,,,,,,YC40   於20160428換碼為T1252A 。,,
T1252B 華南亞太動態平 B,Current,42388911B,TW000T1252B1,華南永昌亞太動態平衡證券投資信託基金－月配息型,Hua Nan Asia-Pacific Dynamic Asset Allocation Fund B,華南永昌證券投資信託,陽信銀,,,,2016/04/18,2016/04/18,,,,,,,開放,"國內募集,投資國內外",股票+債券,,,跨國平衡-亞洲,跨國平衡-亞洲,RR4,,,,,N,T1252A,N,,,-,"267,885",NTD,"1,000",1.5,0,0.25,0,3,0,50,50,,,蘇文娟(2016/06/20到任),華南永昌前瞻科技證券投資信託基金(2015/04/28~2016/03/21),新光傳產優勢證券投資信託基金(2013/09/01~2013/11/20),,,,原則上，此基金自成立日起 6個月後，投資於股票（含承銷股票）、興櫃股票、,債券及其他固定收益證券達基金淨資產價值之百分之七十以上，其中投資於股票,之總金額，不得超過此基金淨資產價值之90％且不得低於10％；投資外國有價證,券之總金額不得低於此基金淨資產價值之60％（含）；投資於亞太國家或地區之,有價證券總金額不得低於此基金淨資產價值之60％（含）；投資所在國或地區之,國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區之,政府債券及其他債券總金額，不得超過此基金淨資產價值之30％（含）；投資高,收益債券之總金額不得超過基金淨資產價值之30％。「華南永昌亞太動態平衡證,券投資信託基金」募集新臺幣 100億元額度涉及資金之匯出入，華南永昌證券投,資信託股份有限公司應於募集前取具中央銀行同意函，始得募集該基金。,,,,,,,,,華南永昌亞太動態平衡 B,2016/04/18,,,,,,,,,YC41   於20160428換碼為T1252B 。,,
T1402Y 新光亞洲精選,Current,15743509,TW000T1402Y4,新光亞洲精選證券投資信託基金,SKIT Asia Equity Fund,新光證券投資信託,中信銀,,,,2003/01/16,2003/02/06,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國投資--亞洲,跨國投資--亞洲,RR5,,,,,Y,T1402Y,N,,,-,"1,200,000",NTD,"1,000",1.75,0,0.26,0,1.5,0.8,50,50,,,鍾玫舟(2009/09/15到任),新光新興星鑽證券投資信託基金(2012/05/25~2015/12/07),,,,,"台灣政府公債, 公司債, 金融債券及其他經財政部核准於國內募集發行之國外金","融組織債券及韓國, 日本, 新加坡香港, 泰國, 馬來西亞, 印度, 澳洲, 紐西蘭","等地區股票債券, 交易所買賣基金, 存託憑證或經證期會規定之外國著名評鑑機",構評定為A 級以上由國家或機構所保證或發行之債券為限。,投資外國地區有價證券總額不超過淨資產價值95% 不低於淨資產價值70% 且投資,"於東北亞, 東南亞, 澳紐地區等三地區各投資地區有價證券投資比例不低於淨資",產價值5%。,,,,,,,,,,,,新光亞洲精選,2003/01/16,,,,,,,,,TS19   於20160131換碼為T1402Y 。,,
T1403Y 新光中國成長,Current,25515841,TW000T1403Y2,新光中國成長證券投資信託基金,Shin Kong China Growth Fund,新光證券投資信託,臺企銀,,,,2009/04/20,2009/04/20,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國--大中華區,跨國--大中華區,RR5,,,,,Y,T1403Y,N,,,-,"1,557,399",NTD,"1,000",1.8,0,0.26,0,1.5,0.8,50,50,,,李長昇(2016/05/01到任),新光中國成長證券投資信託基金(2013/03/07~2013/06/30),新光全球可轉債策略平衡證券投資信託基金(2012/04/17~2012/05/15),,,,該基金投資於中華民國、中國大陸、香港及新加坡等國之集中交易市場交易之有,價證券，本基金自成立日起6 個月後，投資於股票之金額不得低於本基金淨資產,價值之70％；投資於以主要生產或經營之核心業務在中國大陸之公司股票總金額,不得低於本基金淨資產價值之60％；投資於中國大陸證券市場之掛牌上市有價證,券總金額不得超過基金淨資產價值之10％。,,,,,,,,,,,,,,新光中國成長,2009/04/20,,,,,,,,,TS35   於20160131換碼為T1403Y 。,,
T1405Y 新光創新科技,Current,81585242,TW000T1405Y7,新光創新科技證券投資信託基金,Shin Kong Innovative Technology Fund,新光證券投資信託,台新銀,,,,1998/03/04,1998/03/05,,,,,,,開放,"國內募集,投資國內",科技股,,,開放式科技類,開放式科技類,RR5,,,,,Y,T1405Y,N,,,-,"3,600,000",NTD,"1,000",1.6,0.8,0.14,0,1.5,0.5,50,50,,,謝文勝(2011/08/01到任),新光傳產優勢證券投資信託基金(2013/07/01~2013/08/31),新光大三通證券投資信託基金(2013/01/01~2014/03/10),,,,台灣之特殊產業股票不低於淨資產60％。投資於上市櫃股票不低於淨資產70％。,,,,,,,,,,,,,,,,,,新光創新科技,1998/03/04,,,,,,,,,TS09   於20160131換碼為T1405Y 。,,
T1406Y 新光國建,Current,81580149,TW000T1406Y5,新光國家建設證券投資信託基金,Shin Kong National Development Fund,新光證券投資信託,兆豐商銀,,,,1997/10/21,1997/10/21,,,,,,,開放,"國內募集,投資國內",股票,,,開放式一般型,開放式一般型,RR4,,,,,Y,T1406Y,N,,,-,"10,000,000",NTD,"1,000",1.6,0,0.15,0,1.5,0.8,50,50,,,謝文勝(2014/03/11到任),新光傳產優勢證券投資信託基金(2013/07/01~2013/08/31),新光大三通證券投資信託基金(2013/01/01~2014/03/10),,,,台灣之股票 (以從事或轉投資「跨世紀國國建計畫」中所推動重大公共工程建設,等相關產業之上市櫃公司為主    投資總額不低於淨資產65% 。,,,,,,,,,,,,,,,,,新光國建,1997/10/21,,,,,,,,,TS08   於20160131換碼為T1406Y 。,,
T1407Y 新光店頭,Current,73998071,TW000T1407Y3,新光店頭證券投資信託基金,Shin Kong OTC Market Fund,新光證券投資信託,永豐銀行,,,,1998/10/28,1998/10/29,,,,,,,開放,"國內募集,投資國內",股票,,,上櫃股票型,上櫃股票型,RR5,,,,,Y,T1407Y,N,,,-,"1,000,000",NTD,"1,000",1.6,0.8,0.15,0,1.5,0.5,50,50,,,謝學雲(1964生)(2014/03/11到任),新光大三通證券投資信託基金(2014/11/01~2015/07/12),新光台灣富貴證券投資信託基金(2014/03/11~2014/08/31),,,,台灣上市櫃股票、承銷股票、受益憑證、公司債及公債等投資股票總額不低於淨,資產70% 且投資上櫃股票總額不得低於淨資產60％。,本基金投資於中華民國境內之上市櫃公司股票、承銷股票、上市證券投資信託基,金受益憑證、公司債（包括可轉換公司債）、政府公債、金融債券及其他經財政,部核准於國內募集發行之國外金融組織債券。,原則上，本基金於成立六個月後﹐投資於上市櫃股票之總額不低於淨資產價值之,70％。其中投資於上櫃股票總金額不得低於本基金淨資產價值的60％；惟上櫃股,票轉上市於上市日前所持有之該股票至處分前，仍得併入60％之比例。,,,,,,,,,,,新光店頭,1998/10/28,,,,,,,,,TS10   於20160131換碼為T1407Y 。,,
T1408Y 新光大三通,Current,13986924,TW000T1408Y1,新光大三通證券投資信託基金,Shin Kong Great China Fund,新光證券投資信託,陽信銀,,,,2002/05/10,2002/05/15,,,,,,,開放,"國內募集,投資國內",股票,,,開放式一般型,開放式一般型,RR4,,,,,Y,T1408Y,N,,,-,"1,000,000",NTD,"1,000",1.6,0,0.15,0,1.5,0.8,50,50,,,謝學雲(1964生)(2015/12/29到任),新光大三通證券投資信託基金(2014/11/01~2015/07/12),新光台灣富貴證券投資信託基金(2014/03/11~2014/08/31),,,,"台灣上市櫃股票, 從事或轉投資於通訊 (包含局用交換設備, 傳輸設備, 用戶終","端設備) 及相關零組件, 網際網路相關之重要科技事業或中國概念股等之上市櫃","股票。投資股票總額不低於淨資產價值70%,且投資於重要科技事業股票及中國概",念股股票總額不低於淨資產價值60% 。,,,,,,,,,,,,,,,新光大三通,2002/05/10,,,,,,,,,TS18   於20160131換碼為T1408Y 。,,
T1411Y 新光台灣富貴,Current,00974241,TW000T1411Y5,新光台灣富貴證券投資信託基金,Shin Kong Fu-Kuei Fund,新光證券投資信託,合庫,,,,1993/04/15,1993/04/15,,,,,,,開放,"國內募集,投資國內",股票,,,開放式一般型,開放式一般型,RR4,,,,,Y,T1411Y,N,,,-,"5,000,000",NTD,"1,000",1.2,0,0.15,0,1.5,0.8,50,0,1998/09/02,1999/06/22,南震杰(2015/12/29到任),新光大三通證券投資信託基金(2009/12/01~2010/10/31),新光多重計量證券投資信託基金(2009/01/01~2009/11/30),,,,台灣上市股票、公債、公司債、可轉換公司債等。投資股票總額不低於淨資產75,％。,,,,,,,,,,,,,,,,,台灣富貴基金,1993/04/15,新光台灣富貴,2003/04/17,,,,,,,0021   於20160131換碼為T1411Y 。,,
T1414Y 新光福運平衡,Current,99975518,TW000T1414Y9,新光福運平衡證券投資信託基金,Shin Kong Fortune Balanced Fund,新光證券投資信託,華銀,,,,2005/03/14,2005/03/14,,,,,,,開放,"國內募集,投資國內",股票+債券,,,平衡--一般股票型,平衡--一般股票型,RR4,,,,,Y,T1414Y,N,,,-,"2,732,000",NTD,"1,000",1.2,0,0.12,0,1.5,0.8,50,100,,,南震杰(2012/01/01到任),新光大三通證券投資信託基金(2009/12/01~2010/10/31),新光多重計量證券投資信託基金(2009/01/01~2009/11/30),,,,本基金自成立日起三個月後，投資於台灣境內之上市櫃股票、承銷股票、台灣存,託憑證之總額，每季平均不得超過本基金淨資產價值之70％且不得低於本基金淨,資產價值之30％。其中投資於符合下列任一條件之股票總金額，不得低於本基金,投資股票總金額之60％(含)：,１、台灣證券交易所發布之台灣50 指數成分股；,２、最近會計年度現金殖利率達4％(含)以上；,３、最近二會計年度每年營收成長率達10％(含)以上；,４、最近二會計年度每年稅後盈餘成長率達5％(含)以上。,前款有關投資比例之限制，係指本基金於每季終了之日，依該季每一營業日持有,該等有價證券之總額佔本基金淨資產價值之比例總數，除以該季之營業總天數所,得平均比例，不得超過70％，且不得低於30％。,,,,,,,,新昕福運平衡基金,2005/03/14,新光福運平衡,2006/11/08,,,,,,,TS27   於20160131換碼為T1414Y 。,,
T1416Y 新光吉星貨幣,Current,97988122,TW000T1416Y4,新光吉星貨幣市場證券投資信託基金,Shin Kong Chi-Shin Money-market Fund,新光證券投資信託,台新銀,,,,1996/09/03,1996/09/03,,,,,,,開放,"國內募集,投資國內",貨幣,,,國內貨幣市場,國內貨幣市場,RR1,,,,,Y,T1416Y,N,,,-,"200,000",NTD,"1,000",0.1,0,0.04,0.03,0,0,50,50,,,許雅婷(2013/09/01到任),新光台灣吉利貨幣市場證券投資信託基金(2014/04/14~2015/02/26),新光台灣吉利貨幣市場證券投資信託基金(2013/09/26~2013/11/24),,,,台灣公債、公司債及金融債券。,本基金投資於公司債、金融債券、金融資產證券化受益證券或資產基礎證券，不,得超過本基金淨資產價值之30％。其餘得投資於公債，或以現金、存放於銀行、,買入短期票券及其他經主管機關規定之方式保存本基金資產。,本基金自95年12月26日起轉型為「類貨幣市場基金」，類貨幣市場基金特色如下,：,(1) 投資於買賣斷債券總額不得超過基金淨資產價值之30％。,(2) 投資於買賣斷債券之加權平均存續期間不得超過三年。,(3) 自95年01月01日以後購入之每一債券剩餘到期日須在五年以內。,,,,,,,,,,新光吉星,1996/09/03,新光吉星貨幣,2011/01/10,,,,,,,TS06   於20160131換碼為T1416Y 。,,
T1419Y 新光兩岸優勢,Current,25683760,TW000T1419Y8,新光兩岸優勢證券投資信託基金,Shin Kong Cross Strait Selective Fund,新光證券投資信託,臺企銀,,,,2010/05/11,2010/05/11,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國--大中華區,跨國--大中華區,RR5,,,,,Y,T1419Y,N,,,-,"2,227,000",NTD,"1,000",1.8,0,0.26,0,1.5,0.8,50,50,,,李長昇(2013/07/01到任),新光中國成長證券投資信託基金(2013/03/07~2013/06/30),新光全球可轉債策略平衡證券投資信託基金(2012/04/17~2012/05/15),,,,本基金投資於國內、中國大陸、香港及新加坡等國家或地區之有價證券，自成立,日起6 個月後，投資於股票（含承銷股票）、存託憑證之總額不得低於本基金淨,資產價值之70％（含）；投資於國內、中國大陸地區、香港及新加坡等國家或地,區之主要生產或經營等核心業務在中國大陸之投資標的不得低於本基金淨資產價,值之60％（含）；投資於國內上市櫃股票（含承銷股票）、受益憑證（含指數股,票型基金，ETFs）不得低於本基金淨資產價值之15％（含）。,,,,,,,,,,,,,新光兩岸優勢,2010/05/11,,,,,,,,,TS37   於20160131換碼為T1419Y 。,,
