基金代碼,基金名稱,風險等級,基金組別,股票%,債券%,現金%,其他%,大型%,中型%,小型%,市值(百萬美元),晨星評級
6215,富蘭華美全球投資級配,2,全球債券,0.00000,0.81085,0.18442,0.00474,None,None,None,None,2
6216,富蘭克林華美傳產基金,5,台灣大型股票,0.87124,0.00000,0.11290,0.01586,7.03374,10.52811,39.46321,34336.92392,5
6217,富蘭克林華美高科技基,5,產業股票 - 科技,0.85863,0.00000,0.11570,0.02567,5.75860,19.57223,33.20210,40432.78589,3
6218,富蘭克林華美全球成長,3,全球大型均衡型股票,0.93116,0.00000,0.12420,-0.05536,28.21514,8.68378,2.13536,1246643.22206,None
6219,富蘭克林華美中國Ａ股,5,中國股票 - A股,1.07932,0.00000,0.06340,-0.14272,70.79432,18.51973,1.07543,150162.33543,None
6302,凱基開創基金,4,台灣中小型股票,0.84627,0.00000,0.15050,0.00323,0.99875,21.26828,28.95099,31200.57701,3
6307,凱基台灣精五門基金,4,台灣中小型股票,0.86958,0.00000,0.12160,0.00882,2.22333,19.70927,36.65082,26750.32077,3
6308,凱基台商天下基金,5,亞洲不包括日本股票,0.88781,0.00000,0.09942,0.01277,21.11811,16.66315,25.22427,51335.49103,5
6309,凱基亞洲四金磚基金,5,亞洲不包括日本股票,0.87602,0.00000,0.10278,0.02120,35.32134,10.94854,9.62301,199082.53404,4
6311,凱基新興趨勢ＥＴＦ基,5,全球新興市場股票,0.86389,0.00002,0.10783,0.02826,25.60424,13.84454,7.37268,353690.81857,1
6312,凱基資源國基金,4,全球靈活市值型股票,0.89554,0.00000,0.10302,0.00144,27.12435,24.16811,14.52294,175983.38905,2
6313,凱基新興市場中小基金,5,全球新興市場中小型股票,0.88553,0.00000,0.11971,-0.00524,29.75470,23.79964,20.24127,68609.49773,5
6401,柏瑞旗艦全球平組合基,4,新台幣平衡型股債混合,0.58791,0.22337,0.16513,0.02359,9.51427,14.76892,13.02738,183143.97730,3
6402,柏瑞旗鑑全球成長基金,4,新台幣積極型股債混合,0.87203,0.00000,0.12635,0.00162,13.82566,23.09960,19.03596,175359.90799,2
6403,柏瑞旗艦全球債券組Ａ,3,新台幣保守型股債混合,0.00311,0.62999,0.17213,0.19477,0.10517,0.12476,0.01770,384489.85614,3
6404,柏瑞全球金牌組合基金,4,新台幣平衡型股債混合,0.59290,0.14998,0.24995,0.00716,5.01757,24.97931,23.16112,50138.14811,3
6405,柏瑞拉丁美洲基金基金,5,拉丁美洲股票,0.95732,0.00000,0.06710,-0.02442,31.04737,3.65553,0.44626,547481.97195,3
6406,柏瑞美雙核心收益不配,2,美元多元化債券,0.00000,0.91854,0.09764,-0.01618,None,None,None,None,1
6407,柏瑞美國雙核月配息,2,美元多元化債券,0.00000,0.91854,0.09764,-0.01618,None,None,None,None,1
6408,柏瑞亞太高股不配息,5,亞太區不包括日本股票,0.91872,0.00000,0.06850,0.01278,22.46708,13.77526,0.00000,627197.62607,3
6409,柏瑞亞太高股配息,5,亞太區不包括日本股票,0.91872,0.00000,0.06850,0.01278,22.46708,13.77526,0.00000,627197.62607,3
6411,柏瑞全球策高收債不配,3,全球高收益債券,0.00000,0.91122,0.07410,0.01468,None,None,None,None,1
6412,柏瑞全球策高收配息,3,全球高收益債券,0.00000,0.91122,0.07410,0.01468,None,None,None,None,1
6413,柏瑞巨人基金,5,台灣中小型股票,0.86150,0.00000,0.12550,0.01300,20.84035,23.40086,10.64734,133780.48712,3
6414,柏瑞新興市場高收不配,4,全球新興市場債券,0.00000,0.86399,0.11397,0.02204,None,None,None,None,2
6415,柏瑞新興市場高收配息,4,全球新興市場債券,0.00000,0.86399,0.11397,0.02204,None,None,None,None,2
6416,柏瑞五國金勢力建設基,5,產業股票 - 基礎建設,0.89758,0.00000,0.10590,-0.00348,48.26098,6.17799,0.00000,326775.42978,1
6418,柏瑞新興企業策債不配,3,全球新興市場公司債券,0.00000,0.85506,0.14711,-0.00217,None,None,None,None,2
6419,柏瑞新興企業策債配息,3,全球新興市場公司債券,0.00000,0.85506,0.14711,-0.00217,None,None,None,None,2
6420,柏瑞亞洲亮點股票基金,5,亞太區不包括日本股票,0.96567,0.00000,0.03884,-0.00451,46.28797,20.54980,3.83017,126742.44972,None
6481,柏瑞全策高債N9累台,3,全球高收益債券,0.00000,0.91122,0.07410,0.01468,None,None,None,None,None
6482,柏瑞全策高債N配台,3,全球高收益債券,0.00000,0.91122,0.07410,0.01468,None,None,None,None,None
6483,柏瑞新市企債N9累台,3,全球新興市場公司債券,0.00000,0.85506,0.14711,-0.00217,None,None,None,None,None
6484,柏瑞新市企債N配台,3,全球新興市場公司債券,0.00000,0.85506,0.14711,-0.00217,None,None,None,None,None
6501,安聯全球生技趨勢台幣,4,產業股票 - 生物科技,0.93532,0.00000,0.06510,-0.00042,37.80507,16.73735,8.42248,828136.08623,3
6502,安聯全球債Ａ累積型,2,全球債券 - 美元傾向,0.01888,0.74701,0.21855,0.01556,None,None,None,None,2
6503,安聯亞洲動態基金,5,亞太區股票,0.96369,0.00000,0.03400,0.00231,29.11354,14.83715,8.99923,367994.68564,3
6504,安聯全球新興基金,5,全球新興市場股票,0.93649,0.00000,0.07190,-0.00839,31.41006,12.73492,0.41996,594461.87978,2
6505,安聯台灣大壩基金,4,台灣中小型股票,0.85016,0.00000,0.10770,0.04214,1.53275,31.87073,26.94388,62995.60982,5
6506,安聯台灣科技基金,5,產業股票 - 科技,0.85121,0.00000,0.09340,0.05539,12.85773,22.57094,26.51938,50819.69255,3
6511,安聯全球計量平衡基金,3,新台幣平衡型股債混合,0.46263,0.36882,0.11947,0.04908,10.81496,0.07569,0.00487,1575320.32557,2
6512,安聯全球綠能趨勢,4,產業股票 - 環境生態,0.93159,0.00000,0.06980,-0.00139,25.14524,58.32321,6.61881,222959.86573,1
6514,安聯全球人口趨勢基金,4,全球大型均衡型股票,0.90554,0.00000,0.09400,0.00046,26.10135,18.47345,2.85249,863505.19331,3
6515,安聯全球農金趨勢基金,4,產業股票 - 農產品,0.95487,0.00000,0.06340,-0.01827,46.87001,26.89689,11.40831,241780.32447,3
6516,安聯台灣智慧基金,4,台灣中小型股票,0.90322,0.00000,0.08240,0.01438,1.92321,25.69562,37.94776,37962.44110,5
6517,安聯四季回報債券基金,3,其他債券,0.00039,0.91998,-0.01651,0.09614,0.00468,0.01638,0.00275,127151.43427,None
6518,安聯中國策略基金,5,中國股票,0.93256,0.00000,0.05380,0.01364,22.71624,5.91446,0.00000,1060421.65599,3
6519,安聯全球油礦金趨勢,4,產業股票 - 天然資源,0.96951,0.00000,0.03450,-0.00401,29.06711,29.08177,9.54131,842981.17274,4
6520,安聯中國東協基金,5,亞洲不包括日本股票,0.93501,0.00000,0.06210,0.00289,29.57773,4.90846,1.05621,571804.72228,3
6522,安聯全球債券月配息,2,全球債券 - 美元傾向,0.01888,0.74701,0.21855,0.01556,None,None,None,None,2
6523,安聯四季豐債組Ａ累積,3,全球債券 - 靈活策略,0.00624,0.90027,0.05383,0.03966,0.13770,0.06019,0.03850,1314034.28051,3
6524,安聯四季豐債組Ｂ配息,3,全球債券 - 靈活策略,0.00624,0.90027,0.05383,0.03966,0.13770,0.06019,0.03850,1314034.28051,3
6525,安聯四季雙收Ａ累基,3,新台幣平衡型股債混合,0.38887,0.48742,0.12283,0.00087,12.38478,7.13730,2.04416,595207.87470,None
6526,安聯四季雙收Ｂ配基金,3,新台幣平衡型股債混合,0.38887,0.48742,0.12283,0.00087,12.38478,7.13730,2.04416,595207.87470,None
6527,安聯四季成長組合基金,4,新台幣積極型股債混合,0.86105,0.03878,0.20257,-0.10240,22.08715,10.87388,3.63172,1009345.04286,None
6551,安聯台灣貨幣市場基金,1,貨幣市場 - 新台幣,0.00000,0.00000,0.99950,0.00050,None,None,None,None,None
6602,台新高股息平衡基金,4,新台幣平衡型股債混合,0.61022,0.14226,0.23970,0.00782,0.00000,6.58460,32.93979,9009.89042,5
6604,台新主流基金,4,台灣中小型股票,0.85242,0.00000,0.15560,-0.00802,3.89226,2.52153,45.99046,9108.94166,5
6608,台新中國精選中小基金,5,大中華股票,0.85320,0.00000,0.14490,0.00190,43.74770,18.24167,3.71161,157999.86944,2
6609,台新新興傘型歐洲基金,5,新興歐洲股票,0.80784,0.00000,0.18941,0.00276,28.94162,16.54164,0.77195,417043.87872,1
6610,台新新興拉丁美洲基金,5,拉丁美洲股票,0.87325,0.00000,0.09660,0.03015,28.78386,0.00000,0.00000,549094.71859,1
6611,台新印度基金,5,印度股票,0.91077,0.00000,0.10494,-0.01571,35.08386,3.56296,0.88516,413182.41745,3
6612,台新北美收益資產證Ａ,4,房地產 - 北美（間接）,0.91502,0.00000,0.08760,-0.00262,17.39472,53.10265,21.00450,204689.59249,3
6613,台新亞澳高收債券Ａ累,4,亞洲高收益債券,0.00000,0.85898,0.12628,0.01474,None,None,None,None,2
6614,台新亞澳高收債Ｂ月配,4,亞洲高收益債券,0.00000,0.85898,0.12628,0.01474,None,None,None,None,2
6615,台新中証消服務領先指,5,產業股票 - 消費品及服務,0.91595,0.00000,0.10260,-0.01855,42.24600,0.00000,0.00000,424453.93854,None
6616,台新北美收資證Ｂ台幣,4,房地產 - 北美（間接）,0.91502,0.00000,0.08760,-0.00262,17.39472,53.10265,21.00450,204689.59249,2
6617,台新全不動產入息Ａ台,4,房地產 - 全球（間接）,0.84367,0.00000,0.14390,0.01243,26.04339,38.44604,10.78354,257980.56875,None
6618,台新全不動入息B台,4,房地產 - 全球（間接）,0.84367,0.00000,0.14390,0.01243,26.04339,38.44604,10.78354,257980.56875,None
6701,華頓全球黑鑽油源基金,4,產業股票 - 能源,0.90087,0.00000,0.13262,-0.03349,36.96706,29.98885,0.00000,749967.99601,3
6702,華頓台灣基金,4,台灣大型股票,0.88030,0.00003,0.14217,-0.02250,7.02094,21.26913,32.78388,33754.57112,1
6703,華頓中小型基金,5,台灣中小型股票,0.79541,0.00004,0.19933,0.00522,0.06533,16.90700,43.19345,20954.59174,1
6707,華頓全球時尚精品基金,4,產業股票 - 消費品及服務,0.92137,0.00000,0.15970,-0.08107,46.01629,7.52664,0.00000,1302173.23896,2
6712,華頓全球高收益債券基,3,全球高收益債券,0.00000,0.89387,0.09977,0.00635,None,None,None,None,1
6713,華頓全球高收益債券基,3,全球高收益債券,0.00000,0.89387,0.09977,0.00635,None,None,None,None,2
6714,華頓新興亞太債Ａ累積,3,亞洲債券,0.00000,0.95269,0.03670,0.01061,None,None,None,None,2
6715,華頓新興亞太債Ｂ月配,3,亞洲債券,0.00000,0.95269,0.03670,0.01061,None,None,None,None,2
6751,華頓平安貨幣市場基金,1,貨幣市場 - 新台幣,0.00000,0.00000,0.99970,0.00030,None,None,None,None,None
6802,第一金中概平衡基金,4,新台幣平衡型股債混合,0.65953,0.28423,0.03200,0.02424,0.46516,24.50204,27.45741,18636.54073,3
6804,第一金大中華基金,5,大中華股票,0.85577,0.00000,0.14190,0.00233,6.20938,22.29141,38.99756,33155.20099,2
6805,第一金電子基金,5,產業股票 - 科技,0.80375,0.00000,0.20150,-0.00525,10.00847,20.50974,20.31378,61927.62297,2
6806,第一金小型精選基金,5,台灣中小型股票,0.86407,0.00000,0.14350,-0.00757,0.00000,25.34605,41.82358,25890.35568,3
6810,第一金亞洲科技基金,5,產業股票 - 科技,0.87879,0.00000,0.12920,-0.00799,4.99444,22.45661,17.57300,292870.23882,2
6812,第一金全球不動產證券,4,房地產 - 全球（間接）,0.87123,0.00000,0.14750,-0.01873,48.28967,10.26608,8.62123,383086.20558,2
6813,第一金創新趨勢基金,4,台灣中小型股票,0.97443,0.00000,0.02210,0.00347,5.22813,29.81406,39.25041,28611.52134,4
6816,第一金全球高收債不配,3,全球高收益債券,0.00000,0.92235,0.07354,0.00411,None,None,None,None,2
6817,第一金全球高收債配息,3,全球高收益債券,0.00000,0.92235,0.07354,0.00411,None,None,None,None,2
6825,第一金中國世紀基台幣,5,大中華股票,0.90886,0.00000,0.09030,0.00084,45.83823,30.94378,1.42135,121063.87197,3
6826,第一金全多重資入息累,3,新台幣平衡型股債混合,0.27107,0.57744,0.12802,0.02348,8.52436,4.23586,0.83735,1141870.44754,None
6827,第一金全多重資入息配,3,新台幣平衡型股債混合,0.27107,0.57744,0.12802,0.02348,8.52436,4.23586,0.83735,1141870.44754,None
6851,第一金台灣貨幣市場基,1,貨幣市場 - 新台幣,0.00000,0.03117,0.96820,0.00063,None,None,None,None,None
6852,第一金全家福貨幣市場,1,貨幣市場 - 新台幣,0.00000,0.02718,0.97230,0.00052,None,None,None,None,None
6853,第一金人民幣貨幣市場,1,貨幣市場 - 其他,0.00000,0.03683,0.95910,0.00407,None,None,None,None,None
6901,華南永昌永昌基金,4,台灣中小型股票,0.94156,0.00000,0.05950,-0.00106,3.40953,4.56178,35.91190,12731.16149,4
6902,華南永昌前瞻科技基金,5,產業股票 - 科技,0.94175,0.00000,0.03860,0.01965,3.72100,4.23125,37.70866,11645.09186,1
6904,華南永昌全球精品基金,4,產業股票 - 消費品及服務,0.84224,0.00000,0.16870,-0.01094,29.55142,16.35177,0.36509,1093703.99717,2
6905,華南永昌全球基礎建,4,產業股票 - 基礎建設,0.82692,0.00000,0.17410,-0.00102,50.41810,11.81513,0.00000,451897.89007,3
6907,華南永昌全球神農水資,4,產業股票 - 農產品,0.86544,0.00000,0.13390,0.00066,47.08335,29.12490,0.00000,495099.23395,4
6910,華南永昌中國Ａ股基金,5,中國股票 - A股,0.86272,0.00000,0.15660,-0.01932,36.41916,25.15400,1.24306,150577.05982,None
6951,華南永昌麒麟貨幣市場,1,貨幣市場 - 新台幣,0.00000,0.00000,0.99980,0.00020,None,None,None,None,None
7001,瀚亞高科技基金,5,台灣中小型股票,0.86025,0.00000,0.14960,-0.00985,4.15745,11.14887,35.79240,51717.79607,2
7002,瀚亞外銷基金,4,台灣大型股票,0.85680,0.00000,0.18170,-0.03850,4.09193,11.47098,38.49148,47885.39558,2
7004,瀚亞中小型股票基金,5,台灣中小型股票,0.82830,0.00000,0.17510,-0.00340,2.73976,11.71959,38.77258,36054.33047,2
7006,瀚亞電通網基金,5,產業股票 - 科技,0.86362,0.00000,0.14460,-0.00822,3.65596,11.86519,35.44744,48569.66238,1
7010,瀚亞美國高科技基金,4,產業股票 - 科技,0.88372,0.00000,0.16160,-0.04532,21.30584,4.86640,0.00000,3607685.87948,3
7011,瀚亞菁華基金,4,台灣中小型股票,0.83779,0.00000,0.16390,-0.00169,7.97134,9.93382,35.15131,56921.90023,2
7012,瀚亞理財通基金,4,新台幣平衡型股債混合,0.58558,0.16397,0.24317,0.00728,4.40388,5.88699,25.50334,63547.52734,1
7013,瀚亞股債入息組合基金,3,新台幣平衡型股債混合,0.34740,0.55728,0.06979,0.02552,11.04112,8.34444,2.11854,761745.16005,3
7014,瀚亞印度基金,5,印度股票,0.92412,0.00000,0.07240,0.00348,32.34715,1.96939,0.00000,440035.28072,3
7016,瀚亞亞太高股息基金,4,亞太區不包括日本股票,0.95209,0.00000,0.05030,-0.00239,29.19235,3.87308,1.07508,728643.17493,3
7017,瀚亞精選傘型－債券精,2,美元多元化債券,0.00076,0.90298,0.07041,0.02585,None,None,None,None,2
7018,瀚亞精選傘型基金,4,全球大型均衡型股票,0.90851,0.00000,0.07247,0.01902,26.20620,21.80555,9.11714,599295.18062,2
7019,瀚亞歐洲基金,4,歐洲大型均衡型股票,0.94299,0.00000,0.05980,-0.00279,19.27779,25.18680,11.43689,472249.75757,3
7020,瀚亞亞太不動產證券累,5,房地產 - 亞洲（間接）,0.94308,0.00000,0.05110,0.00582,59.21673,17.90790,4.31311,171414.23115,4
7021,瀚亞亞太不動產證券配,5,房地產 - 亞洲（間接）,0.94308,0.00000,0.05110,0.00582,59.21673,17.90790,4.31311,171414.23115,4
7022,瀚亞亞太基礎建設基金,4,產業股票 - 基礎建設,0.97048,0.00000,0.03040,-0.00088,20.81866,6.11470,0.00000,595538.28365,2
7023,瀚亞全球綠色金脈基金,4,產業股票 - 環境生態,0.84558,0.00000,0.15710,-0.00268,22.62807,43.14638,12.28367,231313.57394,4
7024,瀚亞非洲基金,5,非洲股票,0.95527,0.00000,0.05400,-0.00927,26.95778,28.36027,11.23117,309959.30060,3
7025,瀚亞巴西基金,5,巴西股票,0.97321,0.00000,0.03470,-0.00791,21.49051,11.64193,3.88649,479876.64696,2
7026,瀚亞全球高收益債不配,3,美元高收益債券,0.00000,0.85479,0.13476,0.01046,None,None,None,None,1
7027,瀚亞全球高收益債配息,3,美元高收益債券,0.00000,0.85479,0.13476,0.01046,None,None,None,None,1
7028,瀚亞亞太豐收平Ａ台幣,4,亞洲股債混合,0.39752,0.56994,0.03532,-0.00278,12.21464,1.66780,0.37665,706130.41764,None
7029,瀚亞亞太豐收平Ｂ台幣,4,亞洲股債混合,0.39752,0.56994,0.03532,-0.00278,12.21464,1.66780,0.37665,706130.41764,None
7051,瀚亞威寶貨幣市場基金,1,貨幣市場 - 新台幣,0.00000,0.00000,0.99950,0.00050,None,None,None,None,None
7101,富邦精準基金,4,台灣中小型股票,0.75109,0.00000,0.23280,0.01611,7.29135,16.79216,25.40397,76330.58174,1
7102,富邦長紅基金,4,台灣中小型股票,0.76616,0.00000,0.19180,0.04204,9.93373,15.77134,16.59983,108810.69242,3
7104,富邦精銳中小基金,4,台灣中小型股票,0.91293,0.00000,0.05920,0.02787,8.18188,39.26802,36.39013,28453.68271,2
7105,富邦高成長基金,4,台灣中小型股票,0.77796,0.00000,0.22350,-0.00146,8.15684,21.31837,15.09965,99136.76669,2
7107,富邦全球不動產基金,4,房地產 - 全球（間接）,0.90695,0.00000,0.08840,0.00465,14.78157,33.06708,17.31189,170509.96480,3
7108,富邦大中華成長基金,5,中國股票,0.84464,0.00000,0.14800,0.00736,22.44183,16.84243,0.07501,412062.86071,4
7112,富邦全球投資級債不配,2,全球債券,0.00000,0.89633,0.10000,0.00367,None,None,None,None,2
7115,富邦策略高收債基累積,3,全球高收益債券,0.00000,0.86407,0.09211,0.04383,None,None,None,None,2
7116,富邦策略高收債基月配,3,全球高收益債券,0.00000,0.86407,0.09211,0.04383,None,None,None,None,2
7117,富邦基金,4,台灣中小型股票,0.80307,0.00000,0.15160,0.04533,12.76619,20.11899,14.99804,142081.19418,2
7301,復華全球短期收益基金,2,新台幣債券,0.00000,0.66157,0.33909,-0.00066,None,None,None,None,None
7302,復華東協世紀基金,5,東協國家股票,0.89809,0.00000,0.08530,0.01661,27.13126,15.49402,11.10853,113660.56652,2
7303,復華復華基金,4,台灣中小型股票,0.92944,0.00000,0.07400,-0.00344,9.59527,23.51935,42.84582,34826.18599,4
7304,復華全雙星股傘美新星,4,美國大型均衡型股票,0.91565,0.00000,0.06820,0.01615,27.57054,21.40355,5.79976,1322103.05580,None
7305,復華全雙星股傘全消費,4,產業股票 - 消費品及服務,0.94072,0.00172,0.02180,0.03576,22.78932,16.79938,0.89658,1253673.54902,None
7306,復華全方位基金,4,台灣中小型股票,0.94050,0.00000,0.03630,0.02320,6.62952,18.64583,42.13117,27185.16330,4
7307,復華高成長基金,4,台灣中小型股票,0.88788,0.00000,0.10850,0.00362,5.76101,14.04736,43.46853,29306.85217,5
7308,復華人生目標基金,4,新台幣積極型股債混合,0.67552,0.09689,0.12940,0.09819,4.29035,16.53902,32.02259,20048.71403,4
7309,復華全球平衡基金,4,新台幣平衡型股債混合,0.53705,0.30413,0.12939,0.02943,17.08831,23.29775,4.27409,188141.55567,4
7310,復華新人民幣短期收益,3,人民幣債券,0.00000,0.73567,0.29196,-0.02764,None,None,None,None,None
7311,復華全球戰略配置強基,3,新台幣積極型股債混合,0.27680,0.37157,0.24445,0.10719,7.23601,6.39398,4.64625,224577.54117,None
7312,復華數位經濟基金,5,產業股票 - 科技,0.91672,0.00000,0.08740,-0.00412,6.84124,23.17468,31.26376,49051.12172,5
7313,復華大中華中小策略基,5,大中華股票,0.84687,0.00000,0.04350,0.10963,57.11993,10.99279,2.25087,169824.49183,2
7314,復華全球資證券化基Ａ,4,其他股債混合,0.91112,0.00000,0.07176,0.01712,39.94149,36.84070,10.74008,218820.71902,None
7315,復華全球資證券化基Ｂ,4,其他股債混合,0.91112,0.00000,0.07176,0.01712,39.94149,36.84070,10.74008,218820.71902,None
7316,復華奧林匹克全球優勢,3,新台幣平衡型股債混合,0.35643,0.43145,0.17921,0.03291,10.25942,6.98822,2.87544,557274.97215,2
8001,元大多福基金,4,台灣中小型股票,0.85162,0.00000,0.10240,0.04598,26.80342,14.31855,20.56170,91311.23367,4
8002,元大多多基金,4,台灣中小型股票,0.88626,0.00000,0.10190,0.01184,12.65525,15.53599,38.49846,53211.43762,2
8003,元大卓越基金,4,台灣大型股票,0.83331,0.00000,0.15380,0.01289,13.17415,21.14021,23.77603,60381.96903,2
8004,元大店頭基金,5,台灣中小型股票,0.90950,0.00000,0.09310,-0.00260,6.51192,21.44790,39.78209,16500.71526,2
8005,元大高科技基金,5,產業股票 - 科技,0.87277,0.00000,0.10160,0.02563,9.39187,25.40425,26.99248,51622.93517,1
8006,元大經貿基金,4,台灣中小型股票,0.87960,0.00000,0.11990,0.00050,0.00000,31.68457,34.30963,29469.28019,3
8007,元大新主流基金,4,台灣中小型股票,0.84577,0.00000,0.13800,0.01623,12.21244,20.55954,20.54531,106135.23124,3
8008,元大巴菲特基金,5,台灣中小型股票,0.91126,0.00000,0.06750,0.02124,9.90145,22.43499,33.17107,39378.31487,4
8018,元大亞太成長基金,5,亞太區股票,0.89225,0.00000,0.10650,0.00125,28.06876,6.64146,16.41616,183448.66194,1
8019,元大泛歐成長基金,5,歐洲大型均衡型股票,0.78377,0.00000,0.18640,0.02983,22.84702,10.99151,0.02594,1096331.41950,2
8020,元大全球滿意入息不配,2,其他債券,0.15130,0.65752,0.17927,0.01190,2.62978,12.50049,0.00000,267225.54014,None
8021,元大全球滿意入息配息,2,其他債券,0.15130,0.65752,0.17927,0.01190,2.62978,12.50049,0.00000,267225.54014,None
8023,元大全地產建設息不配,4,產業股票 - 基礎建設,0.88026,0.00000,0.16800,-0.04826,36.20581,40.37786,3.84097,176044.86605,3
8024,元大全地產建設息配息,4,產業股票 - 基礎建設,0.88026,0.00000,0.16800,-0.04826,36.20581,40.37786,3.84097,176044.86605,3
8025,元大全公用能源效不配,4,產業股票 - 公用事業,0.84580,0.00000,0.15420,0.00000,34.93350,10.11034,0.00000,616041.17652,2
8026,元大全公用能源效配息,4,產業股票 - 公用事業,0.84580,0.00000,0.15420,0.00000,34.93350,10.11034,0.00000,616041.17652,1
8031,元大全球資源傘型農業,5,產業股票 - 農產品,0.81202,0.00000,0.17060,0.01738,33.31084,31.19312,3.47956,204030.99338,3
8033,元大新中國基金,5,大中華股票,0.85457,0.00000,0.15130,-0.00587,46.31478,10.79289,0.00000,330944.38820,2
8034,元大印度基金,5,印度股票,0.82656,0.00000,0.15170,0.02174,34.14299,8.17873,6.83923,230164.92967,2
8035,元大新興亞洲基金,5,亞洲不包括日本股票,0.79932,0.00000,0.15280,0.04788,17.53455,7.23947,4.74005,574377.93632,2
8037,元大華夏中小基金,5,大中華股票,0.81112,0.00000,0.18750,0.00138,57.45981,6.55573,0.00000,185571.44250,1
8041,元大中國高收益點心債,4,人民幣高收益債券,0.00000,0.41278,0.55738,0.02984,None,None,None,None,1
8042,元大中國平衡基金台幣,4,亞洲股債混合,0.65625,0.05304,0.29415,-0.00343,23.37303,20.41753,10.50636,93866.60595,4
8052,元大萬泰貨幣市場基金,1,貨幣市場 - 新台幣,0.00000,0.00000,0.99900,0.00100,None,None,None,None,None
8101,未來資產阿波羅基金,4,台灣中小型股票,0.89555,0.00000,0.07960,0.02485,2.40049,22.65216,31.51375,33670.08713,2
8104,未來資產閣來寶全球組,3,新台幣保守型股債混合,0.33680,0.28360,0.18542,0.19419,8.59485,12.73815,1.73704,351717.42667,2
8107,未來資產亞太不動產累,5,房地產 - 亞洲（間接）,0.75398,0.00000,0.19410,0.05192,48.42378,16.41064,0.00000,175186.76973,3
8108,未來資產亞太不動產配,5,房地產 - 亞洲（間接）,0.75398,0.00000,0.19410,0.05192,48.42378,16.41064,0.00000,175186.76973,3
8109,未來資產亞洲高收債Ａ,4,亞洲高收益債券,0.00000,0.86161,0.09863,0.03976,None,None,None,None,1
8111,未來資產亞洲新富基金,5,亞太區不包括日本股票,0.90795,0.00000,0.09490,-0.00285,31.29382,3.51822,0.00000,556291.37158,5
8114,未來資產全球大消費基,4,產業股票 - 消費品及服務,0.92416,0.00000,0.10510,-0.02926,29.25628,9.00599,0.00000,2349789.88168,3
8115,未來資產亞洲高收債Ｂ,4,亞洲高收益債券,0.00000,0.86161,0.09863,0.03976,None,None,None,None,2
8116,未來資產新興債券不配,3,全球新興市場債券,0.00000,0.91390,0.07385,0.01225,None,None,None,None,2
8117,未來資產新興債券配息,3,全球新興市場債券,0.00000,0.91390,0.07385,0.01225,None,None,None,None,2
8151,未來資產所羅門貨幣市,1,貨幣市場 - 新台幣,0.00000,0.00000,1.00000,0.00000,None,None,None,None,None
8203,鋒裕美國中型資本價值,4,美國中型股票,1.01497,0.00000,-0.01497,0.00000,27.49068,64.80908,7.95971,9609.05688,2
8204,鋒裕美國中型資本價值,4,美國中型股票,1.01497,0.00000,-0.01497,0.00000,27.49068,64.80908,7.95971,9609.05688,2
8207,鋒裕美國基金,4,美國大型均衡型股票,0.97751,0.00000,0.02249,0.00000,36.56913,8.29022,0.10049,70589.02756,3
8208,鋒裕美國基金,4,美國大型均衡型股票,0.97751,0.00000,0.02249,0.00000,36.56913,8.29022,0.10049,70589.02756,3
8211,美國研究基金,4,美國大型均衡型股票,0.98934,0.00000,0.01066,0.00000,38.59035,10.88669,0.21914,60952.51897,3
8212,美國研究基金,4,美國大型均衡型股票,0.98934,0.00000,0.01066,0.00000,38.59035,10.88669,0.21914,60952.51897,3
8217,鋒裕領先歐洲企業,4,歐洲大型均衡型股票,0.99133,0.00000,-0.00185,0.01052,31.99230,8.03420,0.00000,33879.52533,3
8218,鋒裕領先歐洲企業,4,歐洲大型均衡型股票,0.99133,0.00000,-0.00185,0.01052,31.99230,8.03420,0.00000,33879.52533,3
8219,鋒裕歐陸股票,4,歐元區大型股票,0.98744,0.00000,0.00725,0.00531,41.84249,2.73015,0.00000,29738.96234,4
8220,鋒裕歐陸股票基金,4,歐元區大型股票,0.98744,0.00000,0.00725,0.00531,41.84249,2.73015,0.00000,29738.96234,4
8225,鋒裕日本股票,4,日本大型股票,1.00291,0.00000,-0.00291,0.00000,21.37706,30.25271,10.62381,6543.28289,2
8226,鋒裕日本股票基金,4,日本大型股票,1.00291,0.00000,-0.00291,0.00000,21.37706,30.25271,10.62381,6543.28289,2
8227,鋒裕新興歐洲地中海美,5,新興歐洲股票,0.95951,0.00000,0.01227,0.02822,26.91634,34.77315,11.18049,5817.59958,4
8228,鋒裕新興歐洲地中海歐,5,新興歐洲股票,0.95951,0.00000,0.01227,0.02822,26.91634,34.77315,11.18049,5817.59958,4
8233,鋒裕新興市場股票美元,5,全球新興市場中小型股票,0.98780,0.00044,0.01175,0.00000,16.10131,22.15915,27.50566,2559.78613,1
8234,鋒裕新興市場股票歐元,5,全球新興市場中小型股票,0.98780,0.00044,0.01175,0.00000,16.10131,22.15915,27.50566,2559.78613,1
8235,鋒裕亞洲股票基金,5,亞洲不包括日本股票,0.78932,0.00013,0.19079,0.01977,19.10075,5.78618,1.68613,19824.11950,2
8236,鋒裕歐洲潛力A2美元,4,歐洲中型股票,0.99363,0.00000,0.00637,0.00000,6.60487,81.12733,11.63056,2950.69748,3
8237,鋒裕歐洲潛力A2歐元,4,歐洲中型股票,0.99363,0.00000,0.00637,0.00000,6.60487,81.12733,11.63056,2950.69748,3
